time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,programme,breakdown,group_name,total_ects_count,cumulative_ects,count_swfc_ects,breakdown_percent_ect,breakdown_percent_swfc_ect,programme_percent_ect,programme_percent_swfc_ect
202223,Academic year,National,England,E92000001,,,,,,Provider-led,School phase*type,Unknown,c,c,c,z,z,c,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led,School phase*type,Unknown,c,c,c,z,z,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led,School phase*type,Unknown,c,c,c,z,z,c,c
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Academies,4,4,c,0.4,c,1,c
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Academies,9,13,8,0.8,0.8,2.1,2.5
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Academies,5,18,c,0.5,c,1.1,c
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Academies,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Local authority maintained schools,4,5,c,0.3,c,4.7,c
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Other types,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Other types,c,c,c,c,c,c,c
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Other types,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Other types,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Special schools,24,24,17,2.1,1.6,4,3.7
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Special schools,24,48,19,2,1.9,3.6,3.9
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Special schools,10,58,6,0.9,0.7,1.7,1.5
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Other - Special schools,12,70,5,1.2,0.7,2.3,1.6
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Academies,141,141,135,12.6,12.9,2.5,2.8
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Academies,177,318,147,14.9,14.5,2.9,2.8
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Academies,181,499,117,16.7,14.6,3,2.5
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Academies,134,633,103,14,13.6,2.6,2.8
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Free schools,8,8,8,0.7,0.8,2.5,2.8
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Free schools,17,25,17,1.4,1.7,5.5,6.4
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Free schools,14,39,12,1.3,1.5,4.4,4.5
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Free schools,15,54,12,1.6,1.6,4.9,5.3
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Local authority maintained schools,183,183,162,16.3,15.5,2.8,2.8
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Local authority maintained schools,198,381,164,16.6,16.2,3,2.9
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Local authority maintained schools,159,540,127,14.6,15.8,2.7,2.7
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Primary - Local authority maintained schools,119,659,99,12.4,13,2.5,2.8
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Academies,503,503,484,44.9,46.2,4.5,4.9
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Academies,491,994,415,41.3,40.9,4.9,4.8
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Academies,516,1510,386,47.5,48.1,5.9,5.4
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Academies,466,1976,370,48.5,48.7,5.4,5.6
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Free schools,41,41,39,3.7,3.7,3.8,4
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Free schools,45,86,41,3.8,4,4.2,4.6
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Free schools,32,118,28,2.9,3.5,3.5,3.9
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Free schools,53,171,41,5.5,5.4,5.2,5.6
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Local authority maintained schools,213,213,199,19,19,7.7,8
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Local authority maintained schools,225,438,201,18.9,19.8,9.7,9.9
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Local authority maintained schools,167,605,122,15.4,15.2,9.1,8.1
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Secondary - Local authority maintained schools,156,761,126,16.2,16.6,9.1,9.4
202122,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Unknown,c,c,c,z,z,c,c
202223,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Unknown,c,c,c,z,z,c,c
202324,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Unknown,c,c,c,z,z,c,c
202425,Academic year,National,England,E92000001,,,,,,School-led,School phase*type,Unknown,c,c,c,z,z,c,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Academies,4,4,4,1.4,1.8,1,1.3
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Academies,7,11,6,1.7,1.9,1.6,1.9
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Academies,10,21,c,7.9,c,2.2,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Academies,13,34,4,4.4,3,3.1,1.6
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Free schools,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Local authority maintained schools,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Other types,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Other types,c,c,c,c,c,c,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Other types,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Other types,c,c,c,c,c,c,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Special schools,7,7,c,2.4,c,1.2,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Special schools,21,28,16,5.2,5.1,3.2,3.3
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Special schools,6,34,c,4.8,c,1,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Other - Special schools,15,49,c,5.1,c,2.9,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Academies,53,53,40,18.5,18,0.9,0.8
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Academies,66,119,46,16.3,14.7,1.1,0.9
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Academies,19,138,13,15.1,18.8,0.3,0.3
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Academies,41,179,19,14,14.2,0.8,0.5
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Free schools,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Free schools,5,7,5,1.2,1.6,1.6,1.9
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Free schools,c,c,c,c,c,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Free schools,4,13,c,1.4,c,1.3,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Local authority maintained schools,81,81,66,28.3,29.7,1.2,1.1
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Local authority maintained schools,117,198,86,28.9,27.6,1.8,1.5
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Local authority maintained schools,35,233,19,27.8,27.5,0.6,0.4
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Primary - Local authority maintained schools,46,279,23,15.7,17.2,1,0.7
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Academies,86,86,64,30.1,28.8,0.8,0.7
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Academies,133,219,109,32.8,34.9,1.3,1.3
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Academies,36,255,20,28.6,29,0.4,0.3
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Academies,132,387,64,45.1,47.8,1.5,1
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Free schools,12,12,11,4.2,5,1.1,1.1
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Free schools,22,34,17,5.4,5.4,2.1,1.9
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Free schools,5,39,c,4,c,0.5,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Free schools,17,56,7,5.8,5.2,1.7,0.9
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Local authority maintained schools,36,36,30,12.6,13.5,1.3,1.2
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Local authority maintained schools,29,65,24,7.2,7.7,1.3,1.2
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Local authority maintained schools,9,74,7,7.1,10.1,0.5,0.5
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Secondary - Local authority maintained schools,21,95,9,7.2,6.7,1.2,0.7
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Unknown,c,c,c,z,z,c,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Unknown,c,c,c,z,z,c,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Unknown,c,c,c,z,z,c,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,School phase*type,Unknown,c,c,c,z,z,c,c
202122,Academic year,National,England,E92000001,,,,,,Overall,Age group,25 to 29,8359,8359,7697,31.1,30.6,100,100
202223,Academic year,National,England,E92000001,,,,,,Overall,Age group,25 to 29,8005,16364,7128,31,30.3,100,100
202324,Academic year,National,England,E92000001,,,,,,Overall,Age group,25 to 29,6938,23302,5688,30.1,28.5,100,100
202425,Academic year,National,England,E92000001,,,,,,Overall,Age group,25 to 29,5066,28368,4369,27.2,26,100,100
202122,Academic year,National,England,E92000001,,,,,,Overall,Age group,30 to 39,4614,4614,4131,17.2,16.4,100,100
202223,Academic year,National,England,E92000001,,,,,,Overall,Age group,30 to 39,4514,9128,3936,17.5,16.7,100,100
202324,Academic year,National,England,E92000001,,,,,,Overall,Age group,30 to 39,4008,13136,3253,17.4,16.3,100,100
202425,Academic year,National,England,E92000001,,,,,,Overall,Age group,30 to 39,3151,16287,2648,16.9,15.8,100,100
202122,Academic year,National,England,E92000001,,,,,,Overall,Age group,40 to 49,2125,2125,1927,7.9,7.7,100,100
202223,Academic year,National,England,E92000001,,,,,,Overall,Age group,40 to 49,2151,4276,1854,8.3,7.9,100,100
202324,Academic year,National,England,E92000001,,,,,,Overall,Age group,40 to 49,2045,6321,1716,8.9,8.6,100,100
